feature_name,mean_abs_shap,native_gain,shap_share_pct,gain_share_pct,is_engineered
V135,0.0011921508111406587,1145.4981880187988,0.019488013177460045,0.011100703681008815,false
V161,0.0011828308343106004,2357.3870544433594,0.019335660111404574,0.022844780922859458,false
V218,0.00117716627699412,1084.4676990509033,0.01924306195469785,0.010509274222083677,false
V10,0.0011759745254728091,1741.5939083099365,0.019223580468685744,0.016877301169926747,false
V288,0.0011505220864537504,1456.1586990356445,0.018807511073466086,0.014111228109819334,false
V289,0.0011220308709303979,2998.897373199463,0.018341766992790845,0.029061478628106416,false
V182,0.0010978657606039045,373.45331168174744,0.01794674147749812,0.003619031959221635,false
V221,0.0010851603305092274,968.5611915588379,0.017739046623125244,0.009386056562005692,false
V85,0.0010781328719980888,864.100700378418,0.01762416920762604,0.008373759055911822,false
V279,0.0010707604288349125,897.1654143333435,0.017503652350051125,0.008694179983461052,false
V166,0.0010371231784486721,1737.8639888763428,0.01695378636610454,0.016841155560252785,false
V226,0.0010287247050073509,1591.2051086425781,0.016816497057096386,0.015419925226855815,false
V318,0.0010242963311858269,1517.6301946640015,0.016744106713037478,0.014706931241379085,false
V146,0.0010092014288541392,581.9911041259766,0.016497351308600902,0.005639913584725452,false
V219,0.000977215904534071,1109.1038084030151,0.01597448598517672,0.010748015891543424,false
V234,0.0009711183709326008,1687.5267848968506,0.015874809992789684,0.01635335174585018,false
V25,0.0009596360218969285,1379.6629905700684,0.01568710876638086,0.013369929519016794,false
V278,0.0009561648994587757,1240.8859977722168,0.015630366549554638,0.012025080360019117,false
V298,0.0009399987694241353,2515.8289184570312,0.015366099854267854,0.02438019686806006,false
V137,0.0009382833645112966,1065.2729110717773,0.015338058239705604,0.01032326288151177,false
id_07,0.000925905568287985,1332.0361976623535,0.015135719195304827,0.012908391542898549,false
V60,0.000923479188356879,1223.1652264595032,0.015096055317522722,0.011853353304141726,false
V214,0.0009225407051990089,539.2131938934326,0.015080713993273738,0.005225364779191704,false
V63,0.0008864190254761774,868.9105072021484,0.014490235201620696,0.00842036955331075,false
V274,0.0008769758733144264,762.0133993625641,0.014335868596284173,0.0073844594742765645,false
V140,0.0008586892573762605,799.1912260055542,0.014036938453349364,0.007744739430529952,false
V194,0.0008304777274796104,932.4644966125488,0.013575766375752751,0.009036253551705386,false
V265,0.0008227324515841088,758.0550602674484,0.013449154845312086,0.007346100313325094,false
V245,0.0008097271022502604,2304.8710041046143,0.013236557230289698,0.02233586251565043,false
V97,0.0007835957771915165,194.36099243164062,0.01280939012833383,0.0018834982077641073,false
id_21,0.000778804196619823,583.6518144607544,0.012731062466724742,0.005656007065727148,false
V185,0.000778101595637946,101.8280029296875,0.012719577093342984,0.0009867867961505742,false
V39,0.0007509214736575812,505.42177057266235,0.012275265375086877,0.004897901513717516,false
